date,state,cases
2020-07-27,AK,94
2020-07-27,AL,1821
2020-07-27,AR,824
2020-07-27,AS,0
2020-07-27,AZ,1813
2020-07-27,CA,6891
2020-07-27,CO,229
2020-07-27,CT,207
2020-07-27,DC,78
2020-07-27,DE,116
2020-07-27,FL,8804
2020-07-27,GA,2890
2020-07-27,GU,9
2020-07-27,HI,63
2020-07-27,IA,354
2020-07-27,ID,350
2020-07-27,IL,1231
2020-07-27,IN,535
2020-07-27,KS,1063
2020-07-27,KY,522
2020-07-27,LA,2343
2020-07-27,MA,289
2020-07-27,MD,1128
2020-07-27,ME,18
2020-07-27,MI,512
2020-07-27,MN,650
2020-07-27,MO,1123
2020-07-27,MP,0
2020-07-27,MS,653
2020-07-27,MT,39
2020-07-27,NC,1625
2020-07-27,ND,111
2020-07-27,NE,223
2020-07-27,NH,0
2020-07-27,NJ,449
2020-07-27,NM,460
2020-07-27,NV,997
2020-07-27,NY,608
2020-07-27,OH,1104
2020-07-27,OK,1401
2020-07-27,OR,330
2020-07-27,PA,839
2020-07-27,PR,180
2020-07-27,RI,291
2020-07-27,SC,1218
2020-07-27,SD,49
2020-07-27,TN,2553
2020-07-27,TX,4267
2020-07-27,UT,436
2020-07-27,VA,1505
2020-07-27,VI,3
2020-07-27,VT,2
2020-07-27,WA,475
2020-07-27,WI,601
2020-07-27,WV,94
2020-07-27,WY,45
2020-07-26,AK,185
2020-07-26,AL,1164
2020-07-26,AR,1374
2020-07-26,AS,0
2020-07-26,AZ,1973
2020-07-26,CA,8259
2020-07-26,CO,547
2020-07-26,CT,0
2020-07-26,DC,63
2020-07-26,DE,115
2020-07-26,FL,9246
2020-07-26,GA,2765
2020-07-26,GU,0
2020-07-26,HI,71
2020-07-26,IA,529
2020-07-26,ID,563
2020-07-26,IL,1541
2020-07-26,IN,852
2020-07-26,KS,0
2020-07-26,KY,315
2020-07-26,LA,3840
2020-07-26,MA,369
2020-07-26,MD,694
2020-07-26,ME,24
2020-07-26,MI,1589
2020-07-26,MN,862
2020-07-26,MO,1218
2020-07-26,MP,1
2020-07-26,MS,1207
2020-07-26,MT,82
2020-07-26,NC,1621
2020-07-26,ND,140
2020-07-26,NE,221
2020-07-26,NH,21
2020-07-26,NJ,505
2020-07-26,NM,254
2020-07-26,NV,1018
2020-07-26,NY,536
2020-07-26,OH,889
2020-07-26,OK,1204
2020-07-26,OR,266
2020-07-26,PA,800
2020-07-26,PR,194
2020-07-26,RI,0
2020-07-26,SC,1191
2020-07-26,SD,90
2020-07-26,TN,3140
2020-07-26,TX,5810
2020-07-26,UT,350
2020-07-26,VA,958
2020-07-26,VI,9
2020-07-26,VT,4
2020-07-26,WA,810
2020-07-26,WI,965
2020-07-26,WV,139
2020-07-26,WY,29
2020-07-25,AK,88
2020-07-25,AL,2125
2020-07-25,AR,0
2020-07-25,AS,0
2020-07-25,AZ,3740
2020-07-25,CA,10066
2020-07-25,CO,809
2020-07-25,CT,0
2020-07-25,DC,68
2020-07-25,DE,-27
2020-07-25,FL,12045
2020-07-25,GA,3787
2020-07-25,GU,0
2020-07-25,HI,59
2020-07-25,IA,400
2020-07-25,ID,528
2020-07-25,IL,1426
2020-07-25,IN,922
2020-07-25,KS,0
2020-07-25,KY,833
2020-07-25,LA,0
2020-07-25,MA,283
2020-07-25,MD,1288
2020-07-25,ME,33
2020-07-25,MI,0
2020-07-25,MN,803
2020-07-25,MO,1357
2020-07-25,MP,1
2020-07-25,MS,1434
2020-07-25,MT,221
2020-07-25,NC,2097
2020-07-25,ND,121
2020-07-25,NE,356
2020-07-25,NH,97
2020-07-25,NJ,513
2020-07-25,NM,313
2020-07-25,NV,931
2020-07-25,NY,750
2020-07-25,OH,1438
2020-07-25,OK,965
2020-07-25,OR,388
2020-07-25,PA,1054
2020-07-25,PR,248
2020-07-25,RI,0
2020-07-25,SC,1401
2020-07-25,SD,105
2020-07-25,TN,1718
2020-07-25,TX,6020
2020-07-25,UT,661
2020-07-25,VA,1245
2020-07-25,VI,16
2020-07-25,VT,13
2020-07-25,WA,907
2020-07-25,WI,988
2020-07-25,WV,126
2020-07-25,WY,41
2020-07-24,AK,57
2020-07-24,AL,1793
2020-07-24,AR,990
2020-07-24,AS,0
2020-07-24,AZ,3357
2020-07-24,CA,9718
2020-07-24,CO,666
2020-07-24,CT,544
2020-07-24,DC,78
2020-07-24,DE,278
2020-07-24,FL,12320
2020-07-24,GA,4813
2020-07-24,GU,5
2020-07-24,HI,55
2020-07-24,IA,637
2020-07-24,ID,414
2020-07-24,IL,1599
2020-07-24,IN,996
2020-07-24,KS,1005
2020-07-24,KY,784
2020-07-24,LA,2084
2020-07-24,MA,338
2020-07-24,MD,930
2020-07-24,ME,20
2020-07-24,MI,641
2020-07-24,MN,767
2020-07-24,MO,1652
2020-07-24,MP,0
2020-07-24,MS,1610
2020-07-24,MT,129
2020-07-24,NC,2102
2020-07-24,ND,122
2020-07-24,NE,332
2020-07-24,NH,23
2020-07-24,NJ,458
2020-07-24,NM,312
2020-07-24,NV,966
2020-07-24,NY,753
2020-07-24,OH,1560
2020-07-24,OK,1147
2020-07-24,OR,391
2020-07-24,PA,1213
2020-07-24,PR,220
2020-07-24,RI,76
2020-07-24,SC,2001
2020-07-24,SD,57
2020-07-24,TN,2091
2020-07-24,TX,8701
2020-07-24,UT,863
2020-07-24,VA,1127
2020-07-24,VI,0
2020-07-24,VT,5
2020-07-24,WA,1027
2020-07-24,WI,1058
2020-07-24,WV,145
2020-07-24,WY,58
2020-07-23,AK,64
2020-07-23,AL,2399
2020-07-23,AR,1013
2020-07-23,AS,0
2020-07-23,AZ,2335
2020-07-23,CA,12040
2020-07-23,CO,616
2020-07-23,CT,9
2020-07-23,DC,42
2020-07-23,DE,132
2020-07-23,FL,10112
2020-07-23,GA,4286
2020-07-23,GU,2
2020-07-23,HI,17
2020-07-23,IA,841
2020-07-23,ID,500
2020-07-23,IL,1624
2020-07-23,IN,929
2020-07-23,KS,0
2020-07-23,KY,607
2020-07-23,LA,2296
2020-07-23,MA,327
2020-07-23,MD,664
2020-07-23,ME,14
2020-07-23,MI,701
2020-07-23,MN,760
2020-07-23,MO,1637
2020-07-23,MP,0
2020-07-23,MS,982
2020-07-23,MT,97
2020-07-23,NC,1892
2020-07-23,ND,125
2020-07-23,NE,296
2020-07-23,NH,33
2020-07-23,NJ,242
2020-07-23,NM,335
2020-07-23,NV,1262
2020-07-23,NY,811
2020-07-23,OH,1444
2020-07-23,OK,668
2020-07-23,OR,320
2020-07-23,PA,962
2020-07-23,PR,244
2020-07-23,RI,86
2020-07-23,SC,1564
2020-07-23,SD,66
2020-07-23,TN,2570
2020-07-23,TX,9507
2020-07-23,UT,521
2020-07-23,VA,844
2020-07-23,VI,16
2020-07-23,VT,11
2020-07-23,WA,1096
2020-07-23,WI,1086
2020-07-23,WV,344
2020-07-23,WY,59
2020-07-22,AK,94
2020-07-22,AL,1455
2020-07-22,AR,591
2020-07-22,AS,0
2020-07-22,AZ,1926
2020-07-22,CA,12807
2020-07-22,CO,639
2020-07-22,CT,127
2020-07-22,DC,102
2020-07-22,DE,46
2020-07-22,FL,9664
2020-07-22,GA,3314
2020-07-22,GU,3
2020-07-22,HI,25
2020-07-22,IA,319
2020-07-22,ID,556
2020-07-22,IL,1598
2020-07-22,IN,757
2020-07-22,KS,770
2020-07-22,KY,480
2020-07-22,LA,2771
2020-07-22,MA,287
2020-07-22,MD,627
2020-07-22,ME,0
2020-07-22,MI,671
2020-07-22,MN,504
2020-07-22,MO,1301
2020-07-22,MP,0
2020-07-22,MS,1547
2020-07-22,MT,101
2020-07-22,NC,2140
2020-07-22,ND,159
2020-07-22,NE,343
2020-07-22,NH,13
2020-07-22,NJ,389
2020-07-22,NM,311
2020-07-22,NV,1129
2020-07-22,NY,705
2020-07-22,OH,1527
2020-07-22,OK,975
2020-07-22,OR,254
2020-07-22,PA,631
2020-07-22,PR,75
2020-07-22,RI,76
2020-07-22,SC,1705
2020-07-22,SD,58
2020-07-22,TN,2473
2020-07-22,TX,9879
2020-07-22,UT,566
2020-07-22,VA,1022
2020-07-22,VI,12
2020-07-22,VT,2
2020-07-22,WA,1000
2020-07-22,WI,747
2020-07-22,WV,7
2020-07-22,WY,50
2020-07-21,AK,90
2020-07-21,AL,1467
2020-07-21,AR,728
2020-07-21,AS,0
2020-07-21,AZ,3500
2020-07-21,CA,9231
2020-07-21,CO,493
2020-07-21,CT,41
2020-07-21,DC,88
2020-07-21,DE,227
2020-07-21,FL,9263
2020-07-21,GA,3413
2020-07-21,GU,8
2020-07-21,HI,12
2020-07-21,IA,308
2020-07-21,ID,393
2020-07-21,IL,955
2020-07-21,IN,710
2020-07-21,KS,0
2020-07-21,KY,646
2020-07-21,LA,1691
2020-07-21,MA,244
2020-07-21,MD,860
2020-07-21,ME,12
2020-07-21,MI,664
2020-07-21,MN,350
2020-07-21,MO,1138
2020-07-21,MP,1
2020-07-21,MS,1635
2020-07-21,MT,91
2020-07-21,NC,1815
2020-07-21,ND,82
2020-07-21,NE,264
2020-07-21,NH,46
2020-07-21,NJ,293
2020-07-21,NM,302
2020-07-21,NV,815
2020-07-21,NY,855
2020-07-21,OH,1047
2020-07-21,OK,893
2020-07-21,OR,292
2020-07-21,PA,1027
2020-07-21,PR,244
2020-07-21,RI,82
2020-07-21,SC,1892
2020-07-21,SD,76
2020-07-21,TN,2190
2020-07-21,TX,9305
2020-07-21,UT,486
2020-07-21,VA,996
2020-07-21,VI,4
2020-07-21,VT,7
2020-07-21,WA,343
2020-07-21,WI,1161
2020-07-21,WV,57
2020-07-21,WY,51
2020-07-20,AK,73
2020-07-20,AL,1880
2020-07-20,AR,1394
2020-07-20,AS,0
2020-07-20,AZ,1559
2020-07-20,CA,6846
2020-07-20,CO,424
2020-07-20,CT,162
2020-07-20,DC,78
2020-07-20,DE,0
2020-07-20,FL,10405
2020-07-20,GA,2452
2020-07-20,GU,4
2020-07-20,HI,27
2020-07-20,IA,443
2020-07-20,ID,571
2020-07-20,IL,1173
2020-07-20,IN,635
2020-07-20,KS,1369
2020-07-20,KY,253
2020-07-20,LA,3186
2020-07-20,MA,255
2020-07-20,MD,554
2020-07-20,ME,24
2020-07-20,MI,527
2020-07-20,MN,903
2020-07-20,MO,530
2020-07-20,MP,0
2020-07-20,MS,1251
2020-07-20,MT,88
2020-07-20,NC,1268
2020-07-20,ND,106
2020-07-20,NE,102
2020-07-20,NH,0
2020-07-20,NJ,180
2020-07-20,NM,244
2020-07-20,NV,948
2020-07-20,NY,519
2020-07-20,OH,1236
2020-07-20,OK,168
2020-07-20,OR,268
2020-07-20,PA,711
2020-07-20,PR,220
2020-07-20,RI,111
2020-07-20,SC,1459
2020-07-20,SD,37
2020-07-20,TN,1639
2020-07-20,TX,7404
2020-07-20,UT,409
2020-07-20,VA,945
2020-07-20,VI,7
2020-07-20,VT,10
2020-07-20,WA,535
2020-07-20,WI,727
2020-07-20,WV,100
2020-07-20,WY,61
2020-07-19,AK,83
2020-07-19,AL,1777
2020-07-19,AR,771
2020-07-19,AS,0
2020-07-19,AZ,2359
2020-07-19,CA,9329
2020-07-19,CO,354
2020-07-19,CT,0
2020-07-19,DC,67
2020-07-19,DE,90
2020-07-19,FL,12385
2020-07-19,GA,3251
2020-07-19,GU,0
2020-07-19,HI,20
2020-07-19,IA,816
2020-07-19,ID,550
2020-07-19,IL,965
2020-07-19,IN,917
2020-07-19,KS,0
2020-07-19,KY,977
2020-07-19,LA,3116
2020-07-19,MA,296
2020-07-19,MD,925
2020-07-19,ME,41
2020-07-19,MI,530
2020-07-19,MN,734
2020-07-19,MO,846
2020-07-19,MP,0
2020-07-19,MS,792
2020-07-19,MT,62
2020-07-19,NC,1820
2020-07-19,ND,113
2020-07-19,NE,120
2020-07-19,NH,38
2020-07-19,NJ,-31
2020-07-19,NM,235
2020-07-19,NV,1288
2020-07-19,NY,502
2020-07-19,OH,1110
2020-07-19,OK,209
2020-07-19,OR,430
2020-07-19,PA,786
2020-07-19,PR,330
2020-07-19,RI,0
2020-07-19,SC,2374
2020-07-19,SD,44
2020-07-19,TN,1779
2020-07-19,TX,7300
2020-07-19,UT,785
2020-07-19,VA,1057
2020-07-19,VI,14
2020-07-19,VT,10
2020-07-19,WA,908
2020-07-19,WI,849
2020-07-19,WV,148
2020-07-19,WY,18
2020-07-18,AK,62
2020-07-18,AL,2143
2020-07-18,AR,0
2020-07-18,AS,0
2020-07-18,AZ,2742
2020-07-18,CA,9199
2020-07-18,CO,444
2020-07-18,CT,0
2020-07-18,DC,79
2020-07-18,DE,92
2020-07-18,FL,10173
2020-07-18,GA,4689
2020-07-18,GU,1
2020-07-18,HI,23
2020-07-18,IA,185
2020-07-18,ID,619
2020-07-18,IL,1276
2020-07-18,IN,841
2020-07-18,KS,0
2020-07-18,KY,579
2020-07-18,LA,0
2020-07-18,MA,359
2020-07-18,MD,835
2020-07-18,ME,10
2020-07-18,MI,745
2020-07-18,MN,457
2020-07-18,MO,960
2020-07-18,MP,0
2020-07-18,MS,1017
2020-07-18,MT,105
2020-07-18,NC,2481
2020-07-18,ND,115
2020-07-18,NE,227
2020-07-18,NH,0
2020-07-18,NJ,263
2020-07-18,NM,280
2020-07-18,NV,1182
2020-07-18,NY,754
2020-07-18,OH,1542
2020-07-18,OK,916
2020-07-18,OR,347
2020-07-18,PA,763
2020-07-18,PR,189
2020-07-18,RI,0
2020-07-18,SC,1552
2020-07-18,SD,73
2020-07-18,TN,2517
2020-07-18,TX,10158
2020-07-18,UT,760
2020-07-18,VA,940
2020-07-18,VI,20
2020-07-18,VT,3
2020-07-18,WA,861
2020-07-18,WI,1031
2020-07-18,WV,111
2020-07-18,WY,39
2020-07-17,AK,42
2020-07-17,AL,2003
2020-07-17,AR,648
2020-07-17,AS,0
2020-07-17,AZ,3910
2020-07-17,CA,9986
2020-07-17,CO,618
2020-07-17,CT,143
2020-07-17,DC,39
2020-07-17,DE,223
2020-07-17,FL,11174
2020-07-17,GA,3908
2020-07-17,GU,0
2020-07-17,HI,19
2020-07-17,IA,590
2020-07-17,ID,688
2020-07-17,IL,1427
2020-07-17,IN,733
2020-07-17,KS,1032
2020-07-17,KY,522
2020-07-17,LA,2179
2020-07-17,MA,298
2020-07-17,MD,707
2020-07-17,ME,38
2020-07-17,MI,754
2020-07-17,MN,666
2020-07-17,MO,866
2020-07-17,MP,1
2020-07-17,MS,1032
2020-07-17,MT,135
2020-07-17,NC,2051
2020-07-17,ND,122
2020-07-17,NE,155
2020-07-17,NH,52
2020-07-17,NJ,50
2020-07-17,NM,318
2020-07-17,NV,1380
2020-07-17,NY,776
2020-07-17,OH,1679
2020-07-17,OK,699
2020-07-17,OR,293
2020-07-17,PA,1032
2020-07-17,PR,153
2020-07-17,RI,82
2020-07-17,SC,1977
2020-07-17,SD,95
2020-07-17,TN,2279
2020-07-17,TX,14916
2020-07-17,UT,727
2020-07-17,VA,1002
2020-07-17,VI,14
2020-07-17,VT,9
2020-07-17,WA,1000
2020-07-17,WI,929
2020-07-17,WV,126
2020-07-17,WY,43
2020-07-16,AK,64
2020-07-16,AL,2021
2020-07-16,AR,817
2020-07-16,AS,0
2020-07-16,AZ,3259
2020-07-16,CA,8544
2020-07-16,CO,571
2020-07-16,CT,114
2020-07-16,DC,50
2020-07-16,DE,64
2020-07-16,FL,13759
2020-07-16,GA,3441
2020-07-16,GU,1
2020-07-16,HI,28
2020-07-16,IA,841
2020-07-16,ID,727
2020-07-16,IL,1257
2020-07-16,IN,710
2020-07-16,KS,0
2020-07-16,KY,406
2020-07-16,LA,2280
2020-07-16,MA,234
2020-07-16,MD,648
2020-07-16,ME,20
2020-07-16,MI,926
2020-07-16,MN,605
2020-07-16,MO,708
2020-07-16,MP,0
2020-07-16,MS,1230
2020-07-16,MT,135
2020-07-16,NC,2160
2020-07-16,ND,103
2020-07-16,NE,262
2020-07-16,NH,22
2020-07-16,NJ,223
2020-07-16,NM,297
2020-07-16,NV,1447
2020-07-16,NY,769
2020-07-16,OH,1290
2020-07-16,OK,628
2020-07-16,OR,428
2020-07-16,PA,781
2020-07-16,PR,76
2020-07-16,RI,71
2020-07-16,SC,1838
2020-07-16,SD,42
2020-07-16,TN,2479
2020-07-16,TX,10291
2020-07-16,UT,954
2020-07-16,VA,904
2020-07-16,VI,6
2020-07-16,VT,10
2020-07-16,WA,969
2020-07-16,WI,942
2020-07-16,WV,100
2020-07-16,WY,41
2020-07-15,AK,51
2020-07-15,AL,1812
2020-07-15,AR,564
2020-07-15,AS,0
2020-07-15,AZ,3257
2020-07-15,CA,11126
2020-07-15,CO,469
2020-07-15,CT,106
2020-07-15,DC,80
2020-07-15,DE,81
2020-07-15,FL,9992
2020-07-15,GA,3871
2020-07-15,GU,1
2020-07-15,HI,21
2020-07-15,IA,442
2020-07-15,ID,316
2020-07-15,IL,1187
2020-07-15,IN,685
2020-07-15,KS,875
2020-07-15,KY,454
2020-07-15,LA,2089
2020-07-15,MA,217
2020-07-15,MD,756
2020-07-15,ME,12
2020-07-15,MI,1049
2020-07-15,MN,572
2020-07-15,MO,888
2020-07-15,MP,3
2020-07-15,MS,1025
2020-07-15,MT,144
2020-07-15,NC,1782
2020-07-15,ND,71
2020-07-15,NE,318
2020-07-15,NH,23
2020-07-15,NJ,363
2020-07-15,NM,327
2020-07-15,NV,849
2020-07-15,NY,831
2020-07-15,OH,1316
2020-07-15,OK,1075
2020-07-15,OR,276
2020-07-15,PA,994
2020-07-15,PR,139
2020-07-15,RI,52
2020-07-15,SC,1856
2020-07-15,SD,80
2020-07-15,TN,2273
2020-07-15,TX,10791
2020-07-15,UT,413
2020-07-15,VA,1084
2020-07-15,VI,37
2020-07-15,VT,12
2020-07-15,WA,1093
2020-07-15,WI,848
2020-07-15,WV,150
2020-07-15,WY,34
2020-07-14,AK,43
2020-07-14,AL,1710
2020-07-14,AR,794
2020-07-14,AS,0
2020-07-14,AZ,4273
2020-07-14,CA,7346
2020-07-14,CO,444
2020-07-14,CT,20
2020-07-14,DC,40
2020-07-14,DE,90
2020-07-14,FL,9183
2020-07-14,GA,3394
2020-07-14,GU,0
2020-07-14,HI,23
2020-07-14,IA,320
2020-07-14,ID,500
2020-07-14,IL,707
2020-07-14,IN,648
2020-07-14,KS,0
2020-07-14,KY,570
2020-07-14,LA,2215
2020-07-14,MA,303
2020-07-14,MD,733
2020-07-14,ME,8
2020-07-14,MI,666
2020-07-14,MN,398
2020-07-14,MO,936
2020-07-14,MP,0
2020-07-14,MS,862
2020-07-14,MT,109
2020-07-14,NC,1956
2020-07-14,ND,54
2020-07-14,NE,227
2020-07-14,NH,14
2020-07-14,NJ,393
2020-07-14,NM,223
2020-07-14,NV,1104
2020-07-14,NY,912
2020-07-14,OH,1142
2020-07-14,OK,993
2020-07-14,OR,367
2020-07-14,PA,929
2020-07-14,PR,93
2020-07-14,RI,101
2020-07-14,SC,2221
2020-07-14,SD,48
2020-07-14,TN,1514
2020-07-14,TX,7261
2020-07-14,UT,448
2020-07-14,VA,801
2020-07-14,VI,0
2020-07-14,VT,4
2020-07-14,WA,344
2020-07-14,WI,967
2020-07-14,WV,148
2020-07-14,WY,47
2020-07-13,AK,59
2020-07-13,AL,1958
2020-07-13,AR,572
2020-07-13,AS,0
2020-07-13,AZ,1357
2020-07-13,CA,8358
2020-07-13,CO,329
2020-07-13,CT,223
2020-07-13,DC,59
2020-07-13,DE,75
2020-07-13,FL,12207
2020-07-13,GA,3643
2020-07-13,GU,0
2020-07-13,HI,20
2020-07-13,IA,458
2020-07-13,ID,397
2020-07-13,IL,883
2020-07-13,IN,425
2020-07-13,KS,1447
2020-07-13,KY,264
2020-07-13,LA,1705
2020-07-13,MA,230
2020-07-13,MD,418
2020-07-13,ME,19
2020-07-13,MI,422
2020-07-13,MN,491
2020-07-13,MO,447
2020-07-13,MP,0
2020-07-13,MS,393
2020-07-13,MT,85
2020-07-13,NC,1827
2020-07-13,ND,102
2020-07-13,NE,174
2020-07-13,NH,30
2020-07-13,NJ,224
2020-07-13,NM,263
2020-07-13,NV,832
2020-07-13,NY,557
2020-07-13,OH,1261
2020-07-13,OK,510
2020-07-13,OR,268
2020-07-13,PA,476
2020-07-13,PR,228
2020-07-13,RI,175
2020-07-13,SC,1520
2020-07-13,SD,25
2020-07-13,TN,3314
2020-07-13,TX,5655
2020-07-13,UT,546
2020-07-13,VA,972
2020-07-13,VI,25
2020-07-13,VT,6
2020-07-13,WA,542
2020-07-13,WI,505
2020-07-13,WV,52
2020-07-13,WY,42
2020-07-12,AK,92
2020-07-12,AL,1640
2020-07-12,AR,1564
2020-07-12,AS,0
2020-07-12,AZ,2537
2020-07-12,CA,8460
2020-07-12,CO,322
2020-07-12,CT,0
2020-07-12,DC,46
2020-07-12,DE,61
2020-07-12,FL,15149
2020-07-12,GA,2525
2020-07-12,GU,0
2020-07-12,HI,42
2020-07-12,IA,424
2020-07-12,ID,577
2020-07-12,IL,954
2020-07-12,IN,533
2020-07-12,KS,0
2020-07-12,KY,268
2020-07-12,LA,1319
2020-07-12,MA,199
2020-07-12,MD,642
2020-07-12,ME,19
2020-07-12,MI,406
2020-07-12,MN,710
2020-07-12,MO,310
2020-07-12,MP,2
2020-07-12,MS,868
2020-07-12,MT,81
2020-07-12,NC,1908
2020-07-12,ND,91
2020-07-12,NE,221
2020-07-12,NH,33
2020-07-12,NJ,339
2020-07-12,NM,255
2020-07-12,NV,845
2020-07-12,NY,677
2020-07-12,OH,1378
2020-07-12,OK,456
2020-07-12,OR,319
2020-07-12,PA,577
2020-07-12,PR,148
2020-07-12,RI,0
2020-07-12,SC,1949
2020-07-12,SD,45
2020-07-12,TN,954
2020-07-12,TX,8196
2020-07-12,UT,629
2020-07-12,VA,888
2020-07-12,VI,14
2020-07-12,VT,13
2020-07-12,WA,850
2020-07-12,WI,797
2020-07-12,WV,133
2020-07-12,WY,23
2020-07-11,AK,63
2020-07-11,AL,1439
2020-07-11,AR,0
2020-07-11,AS,0
2020-07-11,AZ,3038
2020-07-11,CA,8047
2020-07-11,CO,400
2020-07-11,CT,0
2020-07-11,DC,58
2020-07-11,DE,91
2020-07-11,FL,10274
2020-07-11,GA,3190
2020-07-11,GU,2
2020-07-11,HI,28
2020-07-11,IA,663
2020-07-11,ID,500
2020-07-11,IL,1195
2020-07-11,IN,779
2020-07-11,KS,0
2020-07-11,KY,451
2020-07-11,LA,2167
2020-07-11,MA,288
2020-07-11,MD,557
2020-07-11,ME,21
2020-07-11,MI,685
2020-07-11,MN,804
2020-07-11,MO,1134
2020-07-11,MP,0
2020-07-11,MS,797
2020-07-11,MT,84
2020-07-11,NC,2462
2020-07-11,ND,88
2020-07-11,NE,154
2020-07-11,NH,18
2020-07-11,NJ,331
2020-07-11,NM,224
2020-07-11,NV,930
2020-07-11,NY,730
2020-07-11,OH,1358
2020-07-11,OK,687
2020-07-11,OR,397
2020-07-11,PA,813
2020-07-11,PR,84
2020-07-11,RI,0
2020-07-11,SC,2280
2020-07-11,SD,53
2020-07-11,TN,1460
2020-07-11,TX,10351
2020-07-11,UT,632
2020-07-11,VA,851
2020-07-11,VI,14
2020-07-11,VT,5
2020-07-11,WA,866
2020-07-11,WI,981
2020-07-11,WV,91
2020-07-11,WY,49
2020-07-10,AK,50
2020-07-10,AL,1334
2020-07-10,AR,751
2020-07-10,AS,0
2020-07-10,AZ,4221
2020-07-10,CA,7798
2020-07-10,CO,666
2020-07-10,CT,78
2020-07-10,DC,64
2020-07-10,DE,121
2020-07-10,FL,11250
2020-07-10,GA,4484
2020-07-10,GU,1
2020-07-10,HI,36
2020-07-10,IA,744
2020-07-10,ID,459
2020-07-10,IL,1327
2020-07-10,IN,725
2020-07-10,KS,993
2020-07-10,KY,425
2020-07-10,LA,2642
2020-07-10,MA,213
2020-07-10,MD,463
2020-07-10,ME,13
2020-07-10,MI,622
2020-07-10,MN,604
2020-07-10,MO,0
2020-07-10,MP,0
2020-07-10,MS,1031
2020-07-10,MT,127
2020-07-10,NC,1982
2020-07-10,ND,84
2020-07-10,NE,198
2020-07-10,NH,21
2020-07-10,NJ,388
2020-07-10,NM,298
2020-07-10,NV,1004
2020-07-10,NY,786
2020-07-10,OH,1525
2020-07-10,OK,596
2020-07-10,OR,266
2020-07-10,PA,1009
2020-07-10,PR,116
2020-07-10,RI,69
2020-07-10,SC,1728
2020-07-10,SD,65
2020-07-10,TN,1955
2020-07-10,TX,9765
2020-07-10,UT,867
2020-07-10,VA,943
2020-07-10,VI,9
2020-07-10,VT,5
2020-07-10,WA,972
2020-07-10,WI,889
2020-07-10,WV,157
2020-07-10,WY,16
2020-07-09,AK,47
2020-07-09,AL,2212
2020-07-09,AR,1540
2020-07-09,AS,0
2020-07-09,AZ,4057
2020-07-09,CA,7031
2020-07-09,CO,409
2020-07-09,CT,101
2020-07-09,DC,37
2020-07-09,DE,69
2020-07-09,FL,8890
2020-07-09,GA,2837
2020-07-09,GU,2
2020-07-09,HI,23
2020-07-09,IA,731
2020-07-09,ID,430
2020-07-09,IL,1018
2020-07-09,IN,512
2020-07-09,KS,0
2020-07-09,KY,326
2020-07-09,LA,1843
2020-07-09,MA,295
2020-07-09,MD,586
2020-07-09,ME,26
2020-07-09,MI,512
2020-07-09,MN,574
2020-07-09,MO,795
2020-07-09,MP,0
2020-07-09,MS,703
2020-07-09,MT,95
2020-07-09,NC,2039
2020-07-09,ND,99
2020-07-09,NE,224
2020-07-09,NH,20
2020-07-09,NJ,201
2020-07-09,NM,234
2020-07-09,NV,603
2020-07-09,NY,584
2020-07-09,OH,1150
2020-07-09,OK,603
2020-07-09,OR,371
2020-07-09,PA,719
2020-07-09,PR,64
2020-07-09,RI,39
2020-07-09,SC,1782
2020-07-09,SD,94
2020-07-09,TN,1605
2020-07-09,TX,9782
2020-07-09,UT,601
2020-07-09,VA,613
2020-07-09,VI,22
2020-07-09,VT,14
2020-07-09,WA,1062
2020-07-09,WI,800
2020-07-09,WV,119
2020-07-09,WY,34
2020-07-08,AK,40
2020-07-08,AL,1177
2020-07-08,AR,0
2020-07-08,AS,0
2020-07-08,AZ,3520
2020-07-08,CA,11694
2020-07-08,CO,452
2020-07-08,CT,75
2020-07-08,DC,73
2020-07-08,DE,48
2020-07-08,FL,9947
2020-07-08,GA,3420
2020-07-08,GU,4
2020-07-08,HI,41
2020-07-08,IA,480
2020-07-08,ID,487
2020-07-08,IL,980
2020-07-08,IN,437
2020-07-08,KS,717
2020-07-08,KY,400
2020-07-08,LA,1888
2020-07-08,MA,264
2020-07-08,MD,465
2020-07-08,ME,20
2020-07-08,MI,651
2020-07-08,MN,456
2020-07-08,MO,575
2020-07-08,MP,0
2020-07-08,MS,674
2020-07-08,MT,44
2020-07-08,NC,1435
2020-07-08,ND,73
2020-07-08,NE,155
2020-07-08,NH,18
2020-07-08,NJ,161
2020-07-08,NM,290
2020-07-08,NV,516
2020-07-08,NY,692
2020-07-08,OH,1277
2020-07-08,OK,673
2020-07-08,OR,212
2020-07-08,PA,849
2020-07-08,PR,24
2020-07-08,RI,0
2020-07-08,SC,1557
2020-07-08,SD,79
2020-07-08,TN,2472
2020-07-08,TX,9979
2020-07-08,UT,722
2020-07-08,VA,635
2020-07-08,VI,6
2020-07-08,VT,2
2020-07-08,WA,985
2020-07-08,WI,645
2020-07-08,WV,246
2020-07-08,WY,29
2020-07-07,AK,18
2020-07-07,AL,907
2020-07-07,AR,259
2020-07-07,AS,0
2020-07-07,AZ,3653
2020-07-07,CA,6090
2020-07-07,CO,407
2020-07-07,CT,57
2020-07-07,DC,54
2020-07-07,DE,121
2020-07-07,FL,7299
2020-07-07,GA,3406
2020-07-07,GU,2
2020-07-07,HI,7
2020-07-07,IA,372
2020-07-07,ID,319
2020-07-07,IL,587
